Location,Latitude,Longitude,Comb
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
One Man Coffee (215R Upper Thomson Road),1.3525486,103.8346813,"1.3525486,103.8346813"
Marsiling Lane Market & Cooked Food Centre (20 Marsiling Lane),1.4434601,103.7768783,"1.4434601,103.7768783"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Ming Fa (246B Upper Thomson Road),1.3536313,103.8343796,"1.3536313,103.8343796"
Tampines Mall (4 Tampines Central 5),1.3524936,103.9447179,"1.3524936,103.9447179"
Paya Lebar Square (60 Paya Lebar Road),1.3187949,103.8927472,"1.3187949,103.8927472"
Sheng Siong Supermarket (3 Yuan Ching Road),1.3256306,103.7251391,"1.3256306,103.7251391"
Fengshan Market & Food Centre (85 Bedok North Street 4),1.3319937,103.9387402,"1.3319937,103.9387402"
Marsiling Lane Market & Cooked Food Centre (20 Marsiling Lane),1.4434601,103.7768783,"1.4434601,103.7768783"
Ntuc Fairprice (5 Eunos Crescent),1.32128,103.903556,"1.32128,103.903556"
Tampines Mart (5 Tampines Street 32),1.3544642,103.9600116,"1.3544642,103.9600116"
Cheng Hoo Thian Restaurant Osl (34 Whampoa West),1.3205414,103.86343,"1.3205414,103.86343"
Ban Kah Hiang Trading (107 Jalan Bukit Merah),1.279965,103.825198,"1.279965,103.825198"
One Supermarket (201B Tampines Street 21),1.3531826,103.9530658,"1.3531826,103.9530658"
Yio Chu Kang Sports Hall (214 Ang Mo Kio Avenue 9),1.3835302,103.8460471,"1.3835302,103.8460471"
Huangs 601A (601A Jurong West Street 62),1.3396988,103.700183,"1.3396988,103.700183"
Northlink Building (10 Admiralty Street),1.4624441,103.8125315,"1.4624441,103.8125315"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Sim Lim Square (1 Rochor Canal Road),1.3030433,103.8529208,"1.3030433,103.8529208"
Prime Supermarket (962 Jurong West Street 91),1.3420587,103.6916725,"1.3420587,103.6916725"
West Mall (1 Bukit Batok Central Link),1.3500565,103.749223,"1.3500565,103.749223"
Eunos Technolink Food Loft (11 Kaki Bukit Road),1.3345125,103.9009295,"1.3345125,103.9009295"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
Amman Household Supplies Pte Ltd (961 Jurong West Street 92),1.3418284,103.6919604,"1.3418284,103.6919604"
Wang Sheng Li Durian Station (513 Bishan Street 13),1.3498361,103.8495191,"1.3498361,103.8495191"
Haniffa Textiles (60 Serangoon Road),1.3061316,103.851727,"1.3061316,103.851727"
Sheng Siong Supermarket (506 Tampines Central 1),1.356115,103.945942,"1.356115,103.945942"
Tampines Mart (5 Tampines Street 32),1.3544642,103.9600116,"1.3544642,103.9600116"
Al-Iman Restaurant Pte Ltd (136 Marsiling Road),1.4386231,103.7776319,"1.4386231,103.7776319"
Changi City Point (5 Changi Business Park Central 1),1.3342732,103.9627387,"1.3342732,103.9627387"
Sushi Mitsuya (60 Tras Street),1.277896,103.84423,"1.277896,103.84423"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Outram Park Ya Hua Rou Gu Cha (7 Keppel Road),1.2723,103.8422639,"1.2723,103.8422639"
People’S Park Centre (101 Upper Cross Street),1.285631,103.8440929,"1.285631,103.8440929"
Funan Mall (107 North Bridge Road),1.2912647,103.8501932,"1.2912647,103.8501932"
Jurong Lake Gardens Gym Activesg (30 Yuan Ching Road),1.329737,103.7256614,"1.329737,103.7256614"
People’S Park Centre (101 Upper Cross Street),1.285631,103.8440929,"1.285631,103.8440929"
Yuhua Market & Hawker Centre (347 Jurong East Avenue 1),1.3449985,103.7310327,"1.3449985,103.7310327"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
New World Centre (1 Jalan Berseh),1.3075043,103.8575448,"1.3075043,103.8575448"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Pearl’S Hill 34 (34 Upper Cross Street),1.2868006,103.8420828,"1.2868006,103.8420828"
Pearl’S Hill 34 (34 Upper Cross Street),1.2868006,103.8420828,"1.2868006,103.8420828"
Bugis Junction (200 Victoria Street),1.2988889,103.8555556,"1.2988889,103.8555556"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
313@Somerset (313 Orchard Road),1.300898,103.838361,"1.300898,103.838361"
Jurong East Sports Centre (21 Jurong East Street 31),1.346998,103.729109,"1.346998,103.729109"
Peninsula Shopping Centre (3 Coleman St),1.2920236,103.8502289,"1.2920236,103.8502289"
Queensway Shopping Centre (1 Queensway),1.2874288,103.8035341,"1.2874288,103.8035341"
Vivocity (1 Harborfront Walk),1.264628451,103.8221856,"1.2646284506838121, 103.82218562492626"
Seah Im Food Centre (2 Seah Im Road),1.2666342,103.819171,"1.2666342,103.819171"
Safra Mount Faber (2 Telok Blangah Way),1.277675,103.8173155,"1.277675,103.8173155"
Sheng Siong Supermarket (19 Serangoon North Avenue 5),1.3755459,103.8718845,"1.3755459,103.8718845"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Heartland Mall (Hougang Street 21),1.3594883,103.8851096,"1.3594883,103.8851096"
Haniffa Pte Ltd (118 Dunlop Street),1.3058666,103.8526292,"1.3058666,103.8526292"
Sheng Siong Supermarket (19 Serangoon North Avenue 5),1.3755459,103.8718845,"1.3755459,103.8718845"
Ntuc Fairprice (447A Jalan Kayu),1.392097,103.8724038,"1.392097,103.8724038"
Prime Supermarket (803 King George’S Avenue),1.3080621,103.8606415,"1.3080621,103.8606415"
New World Centre (1 Jalan Berseh),1.3075043,103.8575448,"1.3075043,103.8575448"
Sri Murugan Trading Pte Ltd (86 Syed Alwi Road),1.3092371,103.8558598,"1.3092371,103.8558598"
Sf Chandpur Minimart Pte Ltd (6 Desker Road),1.309576,103.854268,"1.309576,103.854268"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Boon Lay Shopping Centre (221 Boon Lay Place),1.3468433,103.7125345,"1.3468433,103.7125345"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Ntuc Fairprice (20 Lengkok Bahru),1.2872392,103.8147884,"1.2872392,103.8147884"
Sheng Siong Supermarket (7 Jurong West Avenue 5),1.3489903,103.7034988,"1.3489903,103.7034988"
18 Marsiling Lane,1.443392,103.7778664,"1.443392,103.7778664"
Kaki Bukit Recreation Centre (7 Kaki Bukit Ave 3),1.33753,103.9059665,"1.33753,103.9059665"
Waterway Point (83 Punggol Central),1.40669,103.9021738,"1.40669,103.9021738"
Pioneer Mall (638 Jurong West Street 61),1.3418698,103.6973856,"1.3418698,103.6973856"
Sheng Siong Supermarket (301 Geylang Road),1.3127734,103.878652,"1.3127734,103.878652"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Harbourfront Centre (1 Maritime Square),1.2643389,103.8201453,"1.2643389,103.8201453"
New World Centre (1 Jalan Berseh),1.3075043,103.8575448,"1.3075043,103.8575448"
Geylang Serai Market (1 Geylang Serai),1.3167284,103.8982767,"1.3167284,103.8982767"
The Poiz Centre (51 Upper Serangoon Road),1.3312349,103.8681859,"1.3312349,103.8681859"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
The Clementi Mall (3155 Commonwealth Avenue West),1.314918,103.7643089,"1.314918,103.7643089"
Tampines Mall (4 Tampines Central 5),1.3524936,103.9447179,"1.3524936,103.9447179"
Woodlands Mart (768 Woodlands Avenue 6),1.4459095,103.7979427,"1.4459095,103.7979427"
Woodlands North Plaza (863 Woodlands Street 62),1.4426674,103.7907333,"1.4426674,103.7907333"
Yuhua Village Market And Food Centre (254 Jurong East Street 24),1.3437065,103.7378006,"1.3437065,103.7378006"
Hougang Mall (90 Hougang Avenue 1),1.3725894,103.8937225,"1.3725894,103.8937225"
82 Marine Parade Central,1.3023012,103.9069223,"1.3023012,103.9069223"
Tanglin Mall (163 Tanglin Road),1.3049155,103.8234629,"1.3049155,103.8234629"
Ntuc Fairprice (414 Yishun Ring Road),1.4245498,103.8466415,"1.4245498,103.8466415"
Giant (418 Yishun Avenue 11),1.4249893,103.8474521,"1.4249893,103.8474521"
Junction 8 (9 Bishan Place),1.3506808,103.8487631,"1.3506808,103.8487631"
Geylang Serai Market And Food Centre (1 Geylang Serai),1.3167284,103.8982767,"1.3167284,103.8982767"
Junction 8 (8 Bishan Place),1.3506808,103.8487631,"1.3506808,103.8487631"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
Taman Jurong Shopping Centre (389 Yung Sheng Road),1.3342811,103.7203739,"1.3342811,103.7203739"
Jurong West 505 Market And Food Centre (505 Jurong West St 52),1.3498657,103.7181654,"1.3498657,103.7181654"
Wet Market At Block 963 Jurong West Street 91,1.341939,103.6921349,"1.341939,103.6921349"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Bukit Panjang Plaza (1 Jelebu Road),1.3800396,103.7642339,"1.3800396,103.7642339"
Taman Jurong Shopping Centre (339 Yung Sheng Road),1.3342811,103.7203739,"1.3342811,103.7203739"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Parkway Parade (80 Marine Parade),1.3013366,103.9052333,"1.3013366,103.9052333"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Taman Jurong Shopping Centre (339 Yung Sheng Road),1.3342811,103.7203739,"1.3342811,103.7203739"
Mayflower Market And Food Centre (162 Ang Mo Kio Avenue 4),1.3741844,103.8388296,"1.3741844,103.8388296"
Jurong West 505 Market And Food Centre (505 Jurong West St 52),1.3498657,103.7181654,"1.3498657,103.7181654"
100Am (100 Tras Street),1.2750063,103.8435656,"1.2750063,103.8435656"
